FileName;WebAddress;Word
01_pride.txt;http://www.ibiblio.org/pub/docs/books/gutenberg/1/3/4/1342/1342.txt;intrepidity
02_iliad.txt;http://www.ibiblio.org/pub/docs/books/gutenberg/6/1/3/6130/6130.txt;ontemplatin
03_ulysses.txt;http://www.ibiblio.org/pub/docs/books/gutenberg/4/3/0/4300/4300.txt;alrightness
04_vampire.txt;http://www.ibiblio.org/pub/docs/books/gutenberg/1/4/8/3/14833/14833.txt;wonderingly
05_miserables.txt;http://www.ibiblio.org/pub/docs/books/gutenberg/1/3/135/135.txt;xcoriations
06_bible.txt;http://www.ibiblio.org/pub/docs/books/gutenberg/1/10/10.txt;yriamaachah
